texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
"",5,1,health_beauty,59.99,14.73,7,15,0
"",5,1,pet_shop,89.5,27.17,23,30,0
Ótima loja produto bom entrega correta.,5,1,sports_leisure,113.0,13.37,9,29,0
"",5,1,health_beauty,61.0,9.18,2,9,0
"",5,1,cool_stuff,29.5,22.22,21,32,0
"",4,1,books_technical,88.99,23.42,11,12,0
"",5,1,sports_leisure,99.9,26.78,11,31,0
"",5,1,baby,79.9,17.99,14,27,0
Ainda não recebi meu produto. O prazo já passou em dois dias e nada. ,1,0,construction_tools_construction,574.2,44.09,31,23,1
"Muito bonito o produto, entrega antecipada.",4,1,bed_bath_table,99.97,16.14,16,24,0
"",5,1,pet_shop,58.55,14.58,18,31,0
"Adorei o relógio, é a entrega foi super rápida.",5,1,watches_gifts,109.9,15.87,6,21,0
"",5,1,perfumery,38.9,11.85,18,20,0
"",5,1,watches_gifts,557.0,16.56,7,21,0
"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",1,0,auto,115.0,21.3,47,32,1
Difícil de montar ,3,0,furniture_decor,69.9,16.12,10,22,0
Ótima empresa recomendo.,5,1,fashion_bags_accessories,49.9,16.79,11,37,0
"",3,0,sports_leisure,69.9,17.62,7,25,0
"a caçarola veio, mas as bolinhas não.",2,0,housewares,75.0,35.83,4,31,0
deveria ser mais rapido,4,1,health_beauty,84.99,20.08,23,23,0
"Entrega com 10 dias de antecedência
Por isso só compro no stark ",5,1,stationery,99.9,15.58,7,18,0
"Vou dar de presente, então ainda não sei se é saboroso. Espero que a pessoa goste.",5,1,food,19.9,11.85,4,25,0
adorei este kit,5,1,sports_leisure,93.33,18.0,10,20,0
"",5,1,health_beauty,89.9,23.43,5,25,0
"Conforme o prometido e chegando bem rápido, gostei e recomendo. ",5,1,watches_gifts,108.0,9.77,7,14,0
Gostei bastante muito grande e bonita ,5,1,home_confort,249.0,16.49,12,22,0
aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que é o mesmo aparelho,4,1,small_appliances,586.56,26.69,7,23,0
PRODUTO DE BOA QUALIDADE E ENTREGUE DENTRO DO PRAZO MARCADO. ,5,1,bed_bath_table,149.0,51.33,9,17,0
O produto não foi entregue no prazo informado. Porém a empresa me enviou por Sedex para que não ficasse muito longo. Sorte que eu não tinha pressa do produto. Minha avaliação fica como média,3,0,perfumery,127.99,12.29,16,19,0
"",3,0,home_construction,22.5,8.64,1,11,0
"Sempre comprei no baratheon sempre recebi o produto correto apenas desta entrega veio errado, comprei caqui e recebi vermelha.",4,1,bed_bath_table,99.0,17.94,15,20,0
"",5,1,luggage_accessories,104.99,17.98,11,26,0
"",5,1,auto,27.9,18.23,6,32,0
"Quanto a loja, perfeito. Entregue no prazo e tudo OK com o produto. Com relação ao produto, não testei ainda, mas parece de boa qualidade.",5,1,health_beauty,23.99,14.1,9,35,0
"",3,0,health_beauty,28.58,12.48,5,18,0
SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,3,0,bed_bath_table,129.0,47.4,12,33,0
"",5,1,garden_tools,49.9,20.99,6,8,0
"Paguei um frete de 388,00 e tive que retirar o produto nos correios, sendo submetida a uma fila enorme, o que ocasional uma perda de tempo.",1,0,computers_accessories,137.9,38.81,14,16,0
"",5,1,baby,14.0,15.1,8,36,0
Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,1,0,bed_bath_table,64.99,19.65,10,20,0
"A minha avaliação é Muito Baixa..., pois, ainda NÃO RECEBI A MINHA COPRA!!!",3,0,sports_leisure,89.9,14.38,59,20,1
Produto e entrega ok,5,1,health_beauty,22.0,7.78,9,16,0
muito muito bom.,5,1,toys,29.9,8.37,1,5,0
"",5,1,toys,49.99,11.73,8,18,0
"Material de qualidade, adorei!!",5,1,bed_bath_table,89.9,16.33,15,27,0
Agradeço foi bem recebido e rápido parabéns adorei o produto é muito boa gostei. ,5,1,cool_stuff,199.0,19.63,7,34,0
"Otimo Produto e entregue no Prazo.
Recomendo.",5,1,telephony,129.0,14.66,7,28,0
"ótimo atendimento, o prazo da entrega superou minhas expectativas, o produto chegou muito bem embalado sendo preservada toda a qualidade oferecida pelo fabricante ou seja sem defeitos ou quebradura.",5,1,auto,59.9,14.51,6,18,0
"",5,1,computers_accessories,539.0,71.92,10,18,0
"",3,0,garden_tools,89.99,45.09,13,31,0
Custo beneficio excelente.,4,1,electronics,13.65,15.1,30,29,1
"a troca mais rápida do mundo. Estou realmente impressionado com a eficiência do stark. Não tive nenhuma burocracia, o produto da troca estava em minha casa em um piscar de olhos. Parabéns.",5,1,auto,130.0,49.44,4,32,0
Envio e entrega super atrasados. ,1,0,baby,399.9,66.29,50,25,1
"Parece que o produto não foi testado antes de sair da loja, tempo de espera perdido, produto defeituoso.",1,0,musical_instruments,39.9,16.79,17,30,0
"Boa tarde. 
O produto acabou de chegar. Contudo só veio 01 unidade e eu comprei 03 unidades. 
Quer dizer que além do produto chegar atrasado, ainda veio com a quantidade errada. Estão faltando 02 un",1,0,sports_leisure,190.0,20.02,22,30,0
"",3,0,health_beauty,169.8,33.33,22,32,0
"",5,1,sports_leisure,29.9,11.85,7,23,0
"Compra realizada pela internet via Lojas lannister em 03/07/2018. A própria LA enviou-me mensagem hoje, 09/07/2018 perguntando-me se já recebi a compra. Estranha pergunta, não monitoram a entrega?",2,0,food,54.49,26.68,4,38,0
"",1,0,furniture_decor,119.9,12.04,26,23,1
Material entregue no prazo .,5,1,housewares,85.5,14.69,11,17,0
"",5,1,computers_accessories,169.99,13.32,7,22,0
"",5,1,electronics,415.99,13.52,12,25,0
"Ótimo produto e custo beneficio, eu recomento, e sobre a lojas lannister, a melhor opçao de compras!",5,1,stationery,99.0,19.88,7,12,0
Eu amei e igual a foto e chegou antes do prazo super recomendo.muito Feliz 😍😍😍,5,1,garden_tools,53.9,10.13,6,25,0
O produto precisa ser melhor vedado para evitar vazamentos.Mas de resto a experiência de compra foi ótima.,4,1,health_beauty,70.0,15.37,6,22,0
"",5,1,pet_shop,54.9,15.13,13,25,0
produto é bom pelo menos até o momento não tenho o que reclamar só o correio que demora pra entregar ,4,1,electronics,13.65,15.1,21,33,0
"O produto chegou muito antes do esperado, maravilhoso. ",5,1,baby,109.9,27.5,9,30,0
"",5,1,baby,229.0,16.7,5,12,0
"Veio tudo ok, apesar da demora imensa para emitir a nota fiscal.
A caixa é boa, facil de montar, tamanho ideal!",5,1,pet_shop,35.9,17.46,10,18,0
Confiável. Recomendo,5,1,stationery,69.9,13.51,5,18,0
empresa pontual e seria,5,1,bed_bath_table,119.9,12.54,5,20,0
"",4,1,computers_accessories,70.0,12.62,17,24,0
"",5,1,furniture_decor,110.0,15.88,10,24,0
Lindo e adequado a idade do meu pequeno que tem 02 anos,5,1,stationery,89.0,23.2,13,27,0
"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA.",3,0,furniture_decor,35.0,19.44,7,21,0
"",5,1,watches_gifts,199.0,0.0,18,41,0
O produto corresponde com o anúncio. Aprovado ,4,1,sports_leisure,299.0,20.19,6,21,0
"",5,1,electronics,129.9,8.49,6,21,0
"Chegou super rápido até antes do prazo, obrigada.",5,1,telephony,283.2,19.26,9,22,0
"Gostei. O produto é exatamente do jeito que mostra, vale a pena comprar. ",4,1,cool_stuff,238.0,28.62,13,39,0
"",3,0,bed_bath_table,99.99,26.78,11,27,0
"O produto não foi enviado com NF, não existe venda sem NF, com certeza fico no aguardo do envio da NF podendo ser por e-mail.",3,0,telephony,29.99,12.79,4,15,0
"Estou aguardando a resposta de quando vão entregar meu massageador que não chegou até agora é ninguém me responde e não tenho um número que eu possa falar com atendente só atendimento eletrônico pfv
",1,0,health_beauty,118.9,14.56,25,22,1
E veio 1 só pedi 2 produtos,1,0,sports_leisure,19.0,8.88,5,10,0
"",5,1,bed_bath_table,91.0,25.45,22,29,0
"Foi muito bom, dentro das minhas expectativas. Vendedor entregou o produto antes do prazo final, bem embalado, produto correto com nota fiscal, tudo certinho. Está de parabéns.",5,1,sports_leisure,219.9,60.75,8,27,0
Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .,1,0,sports_leisure,99.0,15.6,3,26,0
Mal embalado e por ser de vidro veio quebrado e estou aguardando posição do vendedor.,1,0,desconhecida,25.9,9.34,6,13,0
voltarei a comprar ais estou muito satisfeito obrigado,5,1,garden_tools,99.9,17.0,7,22,0
Eu comprei 2 perfumes e veio apenas um! Quero o estorno do meu dinheiro!,1,0,perfumery,149.9,14.17,8,31,0
"",,0,furniture_decor,39.0,18.89,20,33,0
Produto bom corta bem os pelos,4,1,pet_shop,120.0,16.6,15,33,0
Produto entregue antes do prazo.,4,1,health_beauty,150.0,12.55,9,23,0
minha noiva adorou o produto,5,1,baby,130.0,20.15,23,35,0
"Infelizmente, o produto veio errado. Pedi chocolate e veio chocolate amargo. Mas o produto é excelente. ",1,0,sports_leisure,75.0,15.35,9,23,0
SOLICITEI OUTRO MODELO E COM MAIS ML,1,0,perfumery,249.9,15.7,8,30,0
Recomendo tudo certo com a entrega e o produto.,5,1,sports_leisure,69.9,22.2,9,27,0
Até o momento não recebi meu produto,1,0,fashion_bags_accessories,189.99,22.13,33,39,0
"",5,1,stationery,19.9,15.1,16,22,0
"",5,1,furniture_decor,35.0,8.88,4,12,0
"Beleza ,não tenho o que reclamar da loja,tudo que comprei até agora deu certo.Recomendo para qualquer pessoa que queira comprar.",5,1,furniture_decor,59.9,13.44,15,25,0
Produto original,5,1,health_beauty,65.63,12.48,5,11,0
"",5,1,fashion_bags_accessories,59.9,16.86,18,26,0
"",5,1,industry_commerce_and_business,150.0,44.97,9,21,0
A tampa ficou pequena e não cobriu todo o cooktoop,1,0,furniture_decor,169.0,16.89,13,20,0
entrega rápida e eficiente.super satisfeita!,5,1,telephony,34.99,15.1,10,29,0
"PEDI UMA COISA , MANDARAM OUTRA , AINDA COM VALOR MENOR .ENFIM NEM ME CONSULTARAM SOBRE ....",1,0,sports_leisure,130.0,8.65,5,16,0
"",4,1,toys,164.9,21.64,8,25,0
A entrega chegou antes do previsto.,5,1,cool_stuff,69.99,16.74,7,17,0
Melhor loja do Brasil,5,1,toys,154.9,23.66,9,39,0
recomendo sim entrega chegou dentro do prazo e sem perder a cuidado com a mercadoria,5,1,health_beauty,19.99,15.1,11,30,0
"Ficamos muito satisfeitos com o produto, atende às nossas necessidades com muita facilidade. Recomendo!",5,1,stationery,249.9,20.94,8,29,0
Produto chegou antes prazo. Preço acessível para um produto de excelente qualidade.,4,1,desconhecida,97.77,15.43,22,28,0
Produto entregue no prazo.,5,1,telephony,164.99,14.9,8,30,0
"",4,1,perfumery,32.9,7.39,23,23,0
Ainda não recebi o produto.,3,0,health_beauty,45.96,16.11,53,24,1
"Adorei o produto pena que chegou um pouco atrasada , mas recomendo a loja ",5,1,cool_stuff,99.99,11.9,11,18,0
"Chegou junto com o pedido principal, mesmo sendo de outra loja, porém o celular chegou com lacre da embalagem violado.",3,0,fixed_telephony,12.97,10.96,5,36,0
"",5,1,bed_bath_table,60.0,19.61,12,28,0
"O produto é lindo a entrega foi super rápida, porém me entregaram errado...comprei um de 2,5 L e me entregaram um de 1,5 L, estou aguardando retorno do parceiro.",4,1,housewares,139.0,11.6,4,15,0
No começo fiquei em dúvida por falar ser de microfibra...e não consegui nada de explicações na internet...arrisquei é me dei bem já comprei mais duas... Recomendo ,5,1,bed_bath_table,219.9,19.62,4,15,0
excelente produto e loja,5,1,auto,159.0,27.77,11,26,0
"Faltando parte do produto, já foi solicitada a devolução.",1,0,costruction_tools_tools,189.9,18.58,8,24,0
Atrasou mas chegou certinho. E o produto é de ótima qualidade!,5,1,home_appliances,99.75,37.61,18,42,0
"Segunda compra com esta empresa, muito bom o produto e o prazo de entrega sempre antecipado ,muito obrigado!",5,1,sports_leisure,49.9,7.39,5,15,0
Muito bom o atendimento. ,5,1,perfumery,49.9,16.79,9,29,0
O produto chegou dentro do prazo. E do jeito que estava no anúncio. Recomendo atds.vou comprar outras vezes agora. Obgda. ,5,1,furniture_decor,48.9,16.11,58,20,1
"Produto chegou dentro do prazo, e de ótima qualidade!",5,1,garden_tools,63.9,16.7,16,24,0
Prazo de entrega absurdo e demora no retorno do vendedor,3,0,toys,250.0,20.72,35,54,0
Recebido conforme espectativa,5,1,home_appliances,47.59,15.1,12,26,0
"no prazo, produto correto, recomendo",5,1,auto,20.0,7.39,2,11,0
"Amei o produto!Do jeito que eu precisava,com varias divisorias...chegou bemm antes do prazo e pra fechar com chave de ouro veio na cor que eu realmente queria vermelha !Simplismente linda!Amei!",4,1,furniture_decor,240.0,19.57,13,30,0
"",5,1,auto,64.8,14.03,5,11,0
"",5,1,stationery,19.9,8.72,3,13,0
"",5,1,bed_bath_table,109.9,19.05,7,21,0
"Bom dia... Recebi o produto no prazo e em perfeito estado... Porém n da cor escolhida.. Escolhi c detalhes azul e veio verde... Porém n vou devolver o produto, pois é mto burocrático.. Obrigada.",3,0,watches_gifts,205.81,16.2,6,20,0
"O bebê conforto chegou,porém a Base não chegou.",2,0,baby,388.0,25.59,10,37,0
"o produto veio com manchas na pintura da parte de dentro e mal acabado na pintura nas bordas, como se estivesse por descascar.",2,0,furniture_decor,35.0,10.09,3,13,0
Meu produto não foi entregue,1,0,computers_accessories,16.9,10.96,16,36,0
Produto bem acabado 👍🏻,5,1,furniture_decor,230.0,26.59,7,19,0
"Ja reclamei varias vezes do atraso, não tive retorno e ainda não recebi a mercadoria.",1,0,watches_gifts,199.9,19.28,30,25,1
"Bom produto, chegou no tempo certo!",5,1,furniture_decor,69.9,0.0,23,28,0
sem maiores problemas,3,0,computers_accessories,558.5,45.94,28,47,0
Veio até com o selo de importação ,5,1,sports_leisure,79.0,15.3,8,20,0
Produto entregue de acordo com as expectativas.,5,1,bed_bath_table,67.0,19.66,16,27,0
"As focinheiras n°s 01, 02 e 03 são ineficientes, pois o velcro está na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a n° 01. Precisa colocar mais velcro.",2,0,pet_shop,25.99,18.28,11,32,0
Não recebi os buchinhos só veio a nota fiscal em um carta ,1,0,furniture_decor,10.9,3.8,7,27,0
Está em atraso!,1,0,sports_leisure,85.9,11.47,55,27,1
Não recebi os dois controles. O que houve?!? ,1,0,electronics,23.7,14.1,11,20,0
"",5,1,computers_accessories,135.0,16.05,7,12,0
"O produto é muito bom, e a entrega foi muito antes do prazo.... ",5,1,watches_gifts,110.0,0.0,9,23,0
"",5,1,garden_tools,105.99,48.18,28,36,0
Foi inacreditável qdo fui atender ao chamado do correio. Tínhamos um prazo de até 20/08 para o recebimento. Chegou em 3 dias. Parabéns!,5,1,books_general_interest,65.9,14.62,3,14,0
"",5,1,bed_bath_table,140.0,21.47,13,22,0
"Ainda não recebi todos os produtos comprados, espero que ainda chegue... Comprei três kits e recebi somente dois.",5,1,office_furniture,323.0,42.9,5,19,0
"Achei muito bonita
",5,1,cool_stuff,110.0,20.26,8,26,0
O PRODUTO ATÉ AGORA NÃO FOI ENTREGUE E NÃO RESPONDEM AS MINHAS DÚVIDAS.,1,0,sports_leisure,119.8,35.97,28,21,1
"Na caixa é no anúncio está dando a entender que são duas caixas, se soubesse que era só uma compraria de outro modelo!",1,0,cool_stuff,139.9,13.11,14,22,0
o produto é exatamente como mostrado no site. Super pratico e resistente para o que indicado. A entrega foi feita bem antes do prazo estipulado.,5,1,housewares,159.0,36.24,14,53,0
"",5,1,computers_accessories,389.0,21.91,12,33,0
Recebi o produto bem embalado e dentro do prazo informado.,5,1,sports_leisure,194.0,16.99,9,24,0
"",4,1,toys,32.99,8.29,2,8,0
"Apesar do produto ter vindo corretamente, faltou uma tiara de cabelo que deveria fazer parte do conjunto.",4,1,cool_stuff,99.99,8.46,1,13,0
"Recomento, entregaram antes do prazo!!",4,1,computers_accessories,120.0,8.1,5,11,0
atendimento profissional correto,5,1,home_appliances_2,599.98,145.31,8,17,0
"",5,1,toys,59.99,7.78,1,28,0
"",1,0,toys,89.9,7.49,4,13,0
"",5,1,housewares,239.99,14.79,6,13,0
"",3,0,home_appliances,191.0,19.22,21,21,0
loja muito boa entrega rápido,5,1,desconhecida,79.99,17.0,13,35,0
"",5,1,health_beauty,89.9,35.95,18,31,0
Recomendo os produtos e o vendedor a todos.,5,1,bed_bath_table,75.0,16.16,7,20,0
"lannister sempre comprei, cada dia melhor",5,1,perfumery,36.0,23.05,5,27,0
Entregou antes do prazo.,5,1,electronics,119.99,7.7,5,11,0
"Entrega dentro do prazo, até antes. Preços bons, e loja confiável! Além do produto ser real ao da foto da venda.",5,1,furniture_decor,69.9,20.98,17,27,0
"",5,1,office_furniture,229.99,54.21,24,35,0
"",4,1,sports_leisure,61.25,21.82,13,25,0
"",3,0,fashion_shoes,84.9,13.61,13,28,0
"",5,1,health_beauty,68.9,13.5,11,21,0
O produto não chegou e nem recebi notícias,1,0,baby,80.0,35.88,42,26,1
"Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",5,1,auto,95.9,15.52,10,24,0
"",2,0,computers_accessories,12.88,8.27,8,13,0
"Fiquei feliz pelo produto, e gostei muito da velocidade. ",5,1,cool_stuff,99.9,36.02,13,32,0
"",4,1,health_beauty,100.99,9.62,10,10,0
Muito bom produto,5,1,housewares,27.49,8.97,2,6,0
"O produto foi entregue antes do prazo e junto veio um estojo e uma cartela de adesivos, o que deixou meu filho muito feliz. ",5,1,stationery,125.0,27.42,8,25,0
"",5,1,furniture_bedroom,99.9,25.25,17,26,0
super recomento recebi antes do prazo veio tudo certo fiquei satisfeito loja nota 10,5,1,home_appliances,159.0,17.55,14,48,0
"",5,1,garden_tools,158.0,18.02,10,17,0
Perfeitamente embalado. Sem amassou. ,5,1,toys,78.9,12.89,12,21,0
Excelente qualidade.,5,1,health_beauty,79.99,13.67,9,22,0
ATENDIMENTO EXCELENTE,5,1,sports_leisure,29.9,15.1,10,20,0
"Só não recebi a nota fiscal.

Assim eu perdi a garantia.",4,1,health_beauty,219.9,16.42,6,24,0
"",5,1,health_beauty,115.7,8.97,4,11,0
Parabéns pelo compromisso com os clientes,5,1,costruction_tools_garden,16.44,19.32,10,24,0
"",3,0,health_beauty,89.99,15.39,13,24,0
"Achei o prazo razoável de entrega, entretanto, o período entre o pagamento e a emissão da nota fiscal demorou muito. Isso poderia melhorar!",3,0,books_general_interest,45.0,15.56,16,24,0
"Recebemos o produto, porém faltando a quantidade correta!
Compramos 6 pedestais é só vieram 4, já entrei em contato com as lannister e estão resolvendo.",5,1,signaling_and_security,175.0,299.16,14,30,0
Chegou antes do prazo tudo certo ,5,1,computers_accessories,63.99,23.03,13,27,0
Foi bem legal obrigado,4,1,watches_gifts,599.99,13.01,4,13,0
"era para ser entregue 4 produtos tres e depois mais um, so foi entregue dois produtos",2,0,watches_gifts,58.0,2.17,3,10,0
"",5,1,cool_stuff,25.0,13.5,17,22,0
meu pedido nao foi entregue ligo pra vcs e nao consigop falar quero uma solução urgente ...vcs podem atender pelo menos o telefone na central de atendimento por favor,1,0,kitchen_dining_laundry_garden_furniture,145.0,35.53,43,30,1
"",3,0,sports_leisure,194.99,16.12,5,16,0
"Mesma qualidade de oticas que cobram do dobro a 10x mais por modelos equivalentes. Verde azulado, com astes de cor sólida e frente um pouco translúcida. ",4,1,health_beauty,69.5,18.59,8,29,0
